county_qualified_name	homes_sold_redfin	new_listings_redfin	inventory_redfin	median_dom_redfin	months_of_supply_redfin	state_code	county_name	months_averaged_redfin	Total Comps	For Sale Comps (All)	Sold Comps (All)	Sold Comps (6m)	Sold Comps (3m)	Listed Comps (12m)	Listed Comps (6m)	Listed Comps (3m)	Sold-For Sale Ratio	Sold-Listed Ratio (12m)	Sold-Listed Ratio (6m)	Sold-Listed Ratio (3m)	Parcels on Market Ratio	Total DataTree Parcels	Total Out of State Owner Parcels	Total Out of County Owner Parcels	Out of State to Total Ratio	Out of County to Total Ratio	Coefficient of Variation	Coefficient of Variation (6m)	Coefficient of Variation (3m)	Days on Market	MoM Price Change %	Economic Rank	Economic Score	Population	Population Change (2010-2019)	Population Change %	Population-Sq Mile	property_count
Ellsworth County, KS	4.62	5.0	15.62	181.69	5.72	KS	Ellsworth County	12	57	51	6	0	0	9	9	9	0.12	0.67	0.0	0.0	0.019	2743	300	1114	0.109	0.406	0.14	0.12	0.12	20.0	8.0	1441.0	-0.03	6102	-411	-6.7	8.4	7,090
Ellsworth County, KS	4.62	4.93	15.06	158.75	5.3	KS	Ellsworth County	18	57	51	6	0	0	9	9	9	0.12	0.67	0.0	0.0	0.019	2743	300	1114	0.109	0.406	0.14	0.12	0.12	20.0	8.0	1441.0	-0.03	6102	-411	-6.7	8.4	7,090
Finney County, KS	17.0	31.0	53.5	26.0	3.2	KS	Finney County	1	337	333	4	0	0	59	44	36	0.01	0.07	0.0	0.0	0.093	3596	600	1416	0.167	0.394	0.37	0.36	0.36	555.5	7.05	1629.0	-0.17	36467	-485	-1.3	28.0	15,194
Finney County, KS	16.25	27.75	49.5	24.75	3.15	KS	Finney County	3	337	333	4	0	0	59	44	36	0.01	0.07	0.0	0.0	0.093	3596	600	1416	0.167	0.394	0.37	0.36	0.36	555.5	7.05	1629.0	-0.17	36467	-485	-1.3	28.0	15,194
Finney County, KS	17.29	22.29	46.14	23.14	2.77	KS	Finney County	6	337	333	4	0	0	59	44	36	0.01	0.07	0.0	0.0	0.093	3596	600	1416	0.167	0.394	0.37	0.36	0.36	555.5	7.05	1629.0	-0.17	36467	-485	-1.3	28.0	15,194
Finney County, KS	21.85	26.08	45.54	22.0	2.28	KS	Finney County	12	337	333	4	0	0	59	44	36	0.01	0.07	0.0	0.0	0.093	3596	600	1416	0.167	0.394	0.37	0.36	0.36	555.5	7.05	1629.0	-0.17	36467	-485	-1.3	28.0	15,194
Finney County, KS	21.38	25.69	47.06	30.69	2.38	KS	Finney County	18	337	333	4	0	0	59	44	36	0.01	0.07	0.0	0.0	0.093	3596	600	1416	0.167	0.394	0.37	0.36	0.36	555.5	7.05	1629.0	-0.17	36467	-485	-1.3	28.0	15,194
Ford County, KS	18.0	17.5	26.5	26.5	1.5	KS	Ford County	1	45	41	4	0	0	4	4	2	0.1	1.0	0.0	0.0	0.009	4666	570	1399	0.122	0.3	0.14	0.12	0.12	482.0	8.23	1838.0	-0.35	33619	-389	-1.2	30.6	16,145
Ford County, KS	17.75	16.75	35.0	47.5	2.15	KS	Ford County	3	45	41	4	0	0	4	4	2	0.1	1.0	0.0	0.0	0.009	4666	570	1399	0.122	0.3	0.14	0.12	0.12	482.0	8.23	1838.0	-0.35	33619	-389	-1.2	30.6	16,145
Ford County, KS	15.86	15.57	38.57	49.86	2.63	KS	Ford County	6	45	41	4	0	0	4	4	2	0.1	1.0	0.0	0.0	0.009	4666	570	1399	0.122	0.3	0.14	0.12	0.12	482.0	8.23	1838.0	-0.35	33619	-389	-1.2	30.6	16,145
Ford County, KS	18.62	18.92	41.31	47.23	2.39	KS	Ford County	12	45	41	4	0	0	4	4	2	0.1	1.0	0.0	0.0	0.009	4666	570	1399	0.122	0.3	0.14	0.12	0.12	482.0	8.23	1838.0	-0.35	33619	-389	-1.2	30.6	16,145
Ford County, KS	18.06	19.12	40.12	47.06	2.4	KS	Ford County	18	45	41	4	0	0	4	4	2	0.1	1.0	0.0	0.0	0.009	4666	570	1399	0.122	0.3	0.14	0.12	0.12	482.0	8.23	1838.0	-0.35	33619	-389	-1.2	30.6	16,145
Franklin County, KS	31.0	35.5	37.5	34.5	1.25	KS	Franklin County	1	1205	919	286	25	12	160	84	64	0.31	1.79	0.3	0.19	0.239	3846	246	1307	0.064	0.34	0.72	0.7	0.69	189.9	0.94	2603.0	-1.18	25544	-441	-1.7	44.3	14,848
Franklin County, KS	26.5	29.75	44.0	39.25	1.82	KS	Franklin County	3	1205	919	286	25	12	160	84	64	0.31	1.79	0.3	0.19	0.239	3846	246	1307	0.064	0.34	0.72	0.7	0.69	189.9	0.94	2603.0	-1.18	25544	-441	-1.7	44.3	14,848
Franklin County, KS	27.0	27.71	50.14	35.57	1.96	KS	Franklin County	6	1205	919	286	25	12	160	84	64	0.31	1.79	0.3	0.19	0.239	3846	246	1307	0.064	0.34	0.72	0.7	0.69	189.9	0.94	2603.0	-1.18	25544	-441	-1.7	44.3	14,848
Franklin County, KS	28.31	32.54	49.92	27.23	1.82	KS	Franklin County	12	1205	919	286	25	12	160	84	64	0.31	1.79	0.3	0.19	0.239	3846	246	1307	0.064	0.34	0.72	0.7	0.69	189.9	0.94	2603.0	-1.18	25544	-441	-1.7	44.3	14,848
Franklin County, KS	27.62	31.44	44.94	25.19	1.66	KS	Franklin County	18	1205	919	286	25	12	160	84	64	0.31	1.79	0.3	0.19	0.239	3846	246	1307	0.064	0.34	0.72	0.7	0.69	189.9	0.94	2603.0	-1.18	25544	-441	-1.7	44.3	14,848
Geary County, KS	61.5	56.0	72.5	24.0	1.2	KS	Geary County	1	148	141	7	0	0	48	35	28	0.05	0.15	0.0	0.0	0.041	3465	236	973	0.068	0.281	0.23	0.2	0.2	196.2	4.16	1044.0	0.33	31670	-3573	-11.3	78.3	13,775
Geary County, KS	46.25	52.75	82.5	34.5	2.17	KS	Geary County	3	148	141	7	0	0	48	35	28	0.05	0.15	0.0	0.0	0.041	3465	236	973	0.068	0.281	0.23	0.2	0.2	196.2	4.16	1044.0	0.33	31670	-3573	-11.3	78.3	13,775
Geary County, KS	47.14	50.14	95.71	31.0	2.3	KS	Geary County	6	148	141	7	0	0	48	35	28	0.05	0.15	0.0	0.0	0.041	3465	236	973	0.068	0.281	0.23	0.2	0.2	196.2	4.16	1044.0	0.33	31670	-3573	-11.3	78.3	13,775
Geary County, KS	53.92	60.31	105.85	32.69	2.15	KS	Geary County	12	148	141	7	0	0	48	35	28	0.05	0.15	0.0	0.0	0.041	3465	236	973	0.068	0.281	0.23	0.2	0.2	196.2	4.16	1044.0	0.33	31670	-3573	-11.3	78.3	13,775
Geary County, KS	52.25	58.06	107.44	40.0	2.22	KS	Geary County	18	148	141	7	0	0	48	35	28	0.05	0.15	0.0	0.0	0.041	3465	236	973	0.068	0.281	0.23	0.2	0.2	196.2	4.16	1044.0	0.33	31670	-3573	-11.3	78.3	13,775
Graham County, KS	1.0	1.0	1.0	101.0	1.0	KS	Graham County	6	78	69	9	0	0	1	1	0	0.13	9.0	0.0	0.0	0.021	3311	650	1781	0.196	0.538	0.16	0.15	0.15	176.0	-1.17	2009.0	-0.5	2482	-120	-4.8	2.8	17,651
Graham County, KS	1.0	1.0	1.25	109.67	1.25	KS	Graham County	12	78	69	9	0	0	1	1	0	0.13	9.0	0.0	0.0	0.021	3311	650	1781	0.196	0.538	0.16	0.15	0.15	176.0	-1.17	2009.0	-0.5	2482	-120	-4.8	2.8	17,651
Graham County, KS	1.0	1.0	1.25	94.5	1.25	KS	Graham County	18	78	69	9	0	0	1	1	0	0.13	9.0	0.0	0.0	0.021	3311	650	1781	0.196	0.538	0.16	0.15	0.15	176.0	-1.17	2009.0	-0.5	2482	-120	-4.8	2.8	17,651
Grant County, KS	4.5	3.5	4.0	38.0	1.0	KS	Grant County	1	59	41	18	0	0	8	7	1	0.44	2.25	0.0	0.0	0.014	2839	724	1543	0.255	0.544	0.1	0.08	0.08	119.8	3.6	1879.0	-0.39	7150	-675	-9.4	12.4	5,661
Grant County, KS	3.5	3.25	4.75	43.75	1.7	KS	Grant County	3	59	41	18	0	0	8	7	1	0.44	2.25	0.0	0.0	0.014	2839	724	1543	0.255	0.544	0.1	0.08	0.08	119.8	3.6	1879.0	-0.39	7150	-675	-9.4	12.4	5,661
Grant County, KS	4.14	3.14	6.86	69.14	3.17	KS	Grant County	6	59	41	18	0	0	8	7	1	0.44	2.25	0.0	0.0	0.014	2839	724	1543	0.255	0.544	0.1	0.08	0.08	119.8	3.6	1879.0	-0.39	7150	-675	-9.4	12.4	5,661
Grant County, KS	4.85	4.38	9.31	62.08	2.85	KS	Grant County	12	59	41	18	0	0	8	7	1	0.44	2.25	0.0	0.0	0.014	2839	724	1543	0.255	0.544	0.1	0.08	0.08	119.8	3.6	1879.0	-0.39	7150	-675	-9.4	12.4	5,661
Grant County, KS	5.0	3.93	9.2	60.0	2.67	KS	Grant County	18	59	41	18	0	0	8	7	1	0.44	2.25	0.0	0.0	0.014	2839	724	1543	0.255	0.544	0.1	0.08	0.08	119.8	3.6	1879.0	-0.39	7150	-675	-9.4	12.4	5,661
Gray County, KS	2.5	3.0	7.0	35.0	2.9	KS	Gray County	1	31	20	11	0	0	4	1	0	0.55	2.75	0.0	0.0	0.005	3813	617	1676	0.162	0.44	0.08	0.04	0.04	338.0	0.0	1343.0	0.06	5988	-38	-0.6	6.9	6,372
Gray County, KS	2.5	2.75	6.25	28.5	3.08	KS	Gray County	3	31	20	11	0	0	4	1	0	0.55	2.75	0.0	0.0	0.005	3813	617	1676	0.162	0.44	0.08	0.04	0.04	338.0	0.0	1343.0	0.06	5988	-38	-0.6	6.9	6,372
Gray County, KS	2.71	2.57	6.43	49.0	3.23	KS	Gray County	6	31	20	11	0	0	4	1	0	0.55	2.75	0.0	0.0	0.005	3813	617	1676	0.162	0.44	0.08	0.04	0.04	338.0	0.0	1343.0	0.06	5988	-38	-0.6	6.9	6,372
Gray County, KS	2.67	2.25	5.67	56.64	3.14	KS	Gray County	12	31	20	11	0	0	4	1	0	0.55	2.75	0.0	0.0	0.005	3813	617	1676	0.162	0.44	0.08	0.04	0.04	338.0	0.0	1343.0	0.06	5988	-38	-0.6	6.9	6,372
Gray County, KS	2.79	2.29	6.21	63.38	3.09	KS	Gray County	18	31	20	11	0	0	4	1	0	0.55	2.75	0.0	0.0	0.005	3813	617	1676	0.162	0.44	0.08	0.04	0.04	338.0	0.0	1343.0	0.06	5988	-38	-0.6	6.9	6,372
Greenwood County, KS	3.5	5.0	10.0	110.5	3.8	KS	Greenwood County	1	215	150	65	0	0	8	6	3	0.43	8.12	0.0	0.0	0.032	4676	628	2399	0.134	0.513	0.33	0.27	0.27	125.6	33.49	850.0	0.55	5982	-698	-11.7	5.2	9,367
Greenwood County, KS	3.25	4.75	9.5	64.25	3.4	KS	Greenwood County	3	215	150	65	0	0	8	6	3	0.43	8.12	0.0	0.0	0.032	4676	628	2399	0.134	0.513	0.33	0.27	0.27	125.6	33.49	850.0	0.55	5982	-698	-11.7	5.2	9,367
Greenwood County, KS	3.71	4.43	9.14	101.29	3.67	KS	Greenwood County	6	215	150	65	0	0	8	6	3	0.43	8.12	0.0	0.0	0.032	4676	628	2399	0.134	0.513	0.33	0.27	0.27	125.6	33.49	850.0	0.55	5982	-698	-11.7	5.2	9,367
Greenwood County, KS	3.69	4.69	11.85	116.77	4.75	KS	Greenwood County	12	215	150	65	0	0	8	6	3	0.43	8.12	0.0	0.0	0.032	4676	628	2399	0.134	0.513	0.33	0.27	0.27	125.6	33.49	850.0	0.55	5982	-698	-11.7	5.2	9,367
Greenwood County, KS	3.57	4.43	11.57	119.29	4.7	KS	Greenwood County	18	215	150	65	0	0	8	6	3	0.43	8.12	0.0	0.0	0.032	4676	628	2399	0.134	0.513	0.33	0.27	0.27	125.6	33.49	850.0	0.55	5982	-698	-11.7	5.2	9,367
Hamilton County, KS	1.0		1.0	112.67	1.0	KS	Hamilton County	6	41	32	9	0	0	1	1	1	0.28	9.0	0.0	0.0	0.011	3041	731	1521	0.24	0.5	0.03	0.03	0.03	9.0	31.99	1560.0	-0.12	2539	-168	-6.6	2.5	6,956
Hamilton County, KS	1.0		1.0	96.75	1.0	KS	Hamilton County	12	41	32	9	0	0	1	1	1	0.28	9.0	0.0	0.0	0.011	3041	731	1521	0.24	0.5	0.03	0.03	0.03	9.0	31.99	1560.0	-0.12	2539	-168	-6.6	2.5	6,956
Hamilton County, KS	1.0		1.0	96.75	1.0	KS	Hamilton County	18	41	32	9	0	0	1	1	1	0.28	9.0	0.0	0.0	0.011	3041	731	1521	0.24	0.5	0.03	0.03	0.03	9.0	31.99	1560.0	-0.12	2539	-168	-6.6	2.5	6,956
Harper County, KS	3.5	2.5	11.0	38.5	3.15	KS	Harper County	1	161	145	16	0	0	25	24	24	0.11	0.64	0.0	0.0	0.042	3456	813	1605	0.235	0.464	0.15	0.13	0.13	44.5	-4.55	2125.0	-0.61	5436	-572	-10.5	6.8	6,956
Harper County, KS	2.67	4.33	12.0	77.0	6.77	KS	Harper County	3	161	145	16	0	0	25	24	24	0.11	0.64	0.0	0.0	0.042	3456	813	1605	0.235	0.464	0.15	0.13	0.13	44.5	-4.55	2125.0	-0.61	5436	-572	-10.5	6.8	6,956
Harper County, KS	2.67	4.33	12.0	77.0	6.77	KS	Harper County	6	161	145	16	0	0	25	24	24	0.11	0.64	0.0	0.0	0.042	3456	813	1605	0.235	0.464	0.15	0.13	0.13	44.5	-4.55	2125.0	-0.61	5436	-572	-10.5	6.8	6,956
Harper County, KS	2.67	4.33	12.0	77.0	6.77	KS	Harper County	12	161	145	16	0	0	25	24	24	0.11	0.64	0.0	0.0	0.042	3456	813	1605	0.235	0.464	0.15	0.13	0.13	44.5	-4.55	2125.0	-0.61	5436	-572	-10.5	6.8	6,956
Harper County, KS	2.67	4.33	12.0	77.0	6.77	KS	Harper County	18	161	145	16	0	0	25	24	24	0.11	0.64	0.0	0.0	0.042	3456	813	1605	0.235	0.464	0.15	0.13	0.13	44.5	-4.55	2125.0	-0.61	5436	-572	-10.5	6.8	6,956
Harvey County, KS	36.5	42.0	31.0	14.0	0.85	KS	Harvey County	1	276	265	11	0	0	72	41	34	0.04	0.15	0.0	0.0	0.053	4978	337	1391	0.068	0.279	0.41	0.41	0.41	364.8	-0.86	2338.0	-0.85	34429	-311	-0.9	63.7	18,728
Harvey County, KS	28.5	34.5	35.25	18.25	1.4	KS	Harvey County	3	276	265	11	0	0	72	41	34	0.04	0.15	0.0	0.0	0.053	4978	337	1391	0.068	0.279	0.41	0.41	0.41	364.8	-0.86	2338.0	-0.85	34429	-311	-0.9	63.7	18,728
Harvey County, KS	27.57	29.86	37.71	16.0	1.51	KS	Harvey County	6	276	265	11	0	0	72	41	34	0.04	0.15	0.0	0.0	0.053	4978	337	1391	0.068	0.279	0.41	0.41	0.41	364.8	-0.86	2338.0	-0.85	34429	-311	-0.9	63.7	18,728
Harvey County, KS	35.46	35.62	37.23	13.15	1.21	KS	Harvey County	12	276	265	11	0	0	72	41	34	0.04	0.15	0.0	0.0	0.053	4978	337	1391	0.068	0.279	0.41	0.41	0.41	364.8	-0.86	2338.0	-0.85	34429	-311	-0.9	63.7	18,728
Harvey County, KS	36.81	37.38	37.56	18.81	1.16	KS	Harvey County	18	276	265	11	0	0	72	41	34	0.04	0.15	0.0	0.0	0.053	4978	337	1391	0.068	0.279	0.41	0.41	0.41	364.8	-0.86	2338.0	-0.85	34429	-311	-0.9	63.7	18,728
Haskell County, KS	3.0	1.0	5.0	8.0	1.7	KS	Haskell County	1	36	35	1	0	0	22	18	18	0.03	0.05	0.0	0.0	0.013	2619	551	1387	0.21	0.53	0.05	0.05	0.05	98.7	0.0	1199.0	0.18	3968	-305	-7.7	6.9	12,296
Haskell County, KS	3.0	1.0	5.0	8.0	1.7	KS	Haskell County	3	36	35	1	0	0	22	18	18	0.03	0.05	0.0	0.0	0.013	2619	551	1387	0.21	0.53	0.05	0.05	0.05	98.7	0.0	1199.0	0.18	3968	-305	-7.7	6.9	12,296
Haskell County, KS	3.0	1.0	5.0	8.0	1.7	KS	Haskell County	6	36	35	1	0	0	22	18	18	0.03	0.05	0.0	0.0	0.013	2619	551	1387	0.21	0.53	0.05	0.05	0.05	98.7	0.0	1199.0	0.18	3968	-305	-7.7	6.9	12,296
Haskell County, KS	1.67	1.0	5.0	41.67	1.7	KS	Haskell County	12	36	35	1	0	0	22	18	18	0.03	0.05	0.0	0.0	0.013	2619	551	1387	0.21	0.53	0.05	0.05	0.05	98.7	0.0	1199.0	0.18	3968	-305	-7.7	6.9	12,296
Haskell County, KS	1.6	1.33	2.67	58.6	1.4	KS	Haskell County	18	36	35	1	0	0	22	18	18	0.03	0.05	0.0	0.0	0.013	2619	551	1387	0.21	0.53	0.05	0.05	0.05	98.7	0.0	1199.0	0.18	3968	-305	-7.7	6.9	12,296
Hodgeman County, KS	1.0		1.0	118.0	1.0	KS	Hodgeman County	3	21	18	3	0	0	0	0	0	0.17	3.0	0.0	0.0	0.007	2472	323	1183	0.131	0.479	0.04	0.04	0.04			1818.0	-0.33	1794	-126	-7.0	2.1	3,572
Hodgeman County, KS	1.67	1.0	2.0	81.33	1.57	KS	Hodgeman County	6	21	18	3	0	0	0	0	0	0.17	3.0	0.0	0.0	0.007	2472	323	1183	0.131	0.479	0.04	0.04	0.04			1818.0	-0.33	1794	-126	-7.0	2.1	3,572
Hodgeman County, KS	1.5	1.33	2.25	98.75	1.92	KS	Hodgeman County	12	21	18	3	0	0	0	0	0	0.17	3.0	0.0	0.0	0.007	2472	323	1183	0.131	0.479	0.04	0.04	0.04			1818.0	-0.33	1794	-126	-7.0	2.1	3,572
Hodgeman County, KS	1.4	1.33	2.25	134.6	1.92	KS	Hodgeman County	18	21	18	3	0	0	0	0	0	0.17	3.0	0.0	0.0	0.007	2472	323	1183	0.131	0.479	0.04	0.04	0.04			1818.0	-0.33	1794	-126	-7.0	2.1	3,572
Jackson County, KS	4.5	6.0	9.5	49.0	2.5	KS	Jackson County	1	504	351	153	51	23	173	99	57	0.44	0.88	0.52	0.4	0.089	3946	171	1191	0.043	0.302	0.47	0.43	0.42	193.5	-1.82	2774.0	-1.44	13171	-291	-2.2	20.0	9,619
Jackson County, KS	4.0	5.0	9.25	53.25	2.98	KS	Jackson County	3	504	351	153	51	23	173	99	57	0.44	0.88	0.52	0.4	0.089	3946	171	1191	0.043	0.302	0.47	0.43	0.42	193.5	-1.82	2774.0	-1.44	13171	-291	-2.2	20.0	9,619
Jackson County, KS	5.43	5.0	10.0	45.57	2.36	KS	Jackson County	6	504	351	153	51	23	173	99	57	0.44	0.88	0.52	0.4	0.089	3946	171	1191	0.043	0.302	0.47	0.43	0.42	193.5	-1.82	2774.0	-1.44	13171	-291	-2.2	20.0	9,619
Jackson County, KS	7.85	8.31	15.23	54.92	2.28	KS	Jackson County	12	504	351	153	51	23	173	99	57	0.44	0.88	0.52	0.4	0.089	3946	171	1191	0.043	0.302	0.47	0.43	0.42	193.5	-1.82	2774.0	-1.44	13171	-291	-2.2	20.0	9,619
Jackson County, KS	7.88	8.19	15.5	54.38	2.3	KS	Jackson County	18	504	351	153	51	23	173	99	57	0.44	0.88	0.52	0.4	0.089	3946	171	1191	0.043	0.302	0.47	0.43	0.42	193.5	-1.82	2774.0	-1.44	13171	-291	-2.2	20.0	9,619
Jefferson County, KS	13.0	16.5	25.5	22.5	1.95	KS	Jefferson County	1	465	383	82	2	2	70	43	26	0.21	1.17	0.05	0.08	0.057	6768	889	2377	0.131	0.351	0.41	0.33	0.33	173.6	-4.33	2044.0	-0.53	19043	-78	-0.4	34.2	15,080
Jefferson County, KS	10.5	14.5	24.0	19.75	2.42	KS	Jefferson County	3	465	383	82	2	2	70	43	26	0.21	1.17	0.05	0.08	0.057	6768	889	2377	0.131	0.351	0.41	0.33	0.33	173.6	-4.33	2044.0	-0.53	19043	-78	-0.4	34.2	15,080
Jefferson County, KS	11.57	13.0	24.71	21.29	2.23	KS	Jefferson County	6	465	383	82	2	2	70	43	26	0.21	1.17	0.05	0.08	0.057	6768	889	2377	0.131	0.351	0.41	0.33	0.33	173.6	-4.33	2044.0	-0.53	19043	-78	-0.4	34.2	15,080
Jefferson County, KS	16.0	17.62	31.54	31.0	2.1	KS	Jefferson County	12	465	383	82	2	2	70	43	26	0.21	1.17	0.05	0.08	0.057	6768	889	2377	0.131	0.351	0.41	0.33	0.33	173.6	-4.33	2044.0	-0.53	19043	-78	-0.4	34.2	15,080
Jefferson County, KS	15.75	17.0	31.94	36.0	2.16	KS	Jefferson County	18	465	383	82	2	2	70	43	26	0.21	1.17	0.05	0.08	0.057	6768	889	2377	0.131	0.351	0.41	0.33	0.33	173.6	-4.33	2044.0	-0.53	19043	-78	-0.4	34.2	15,080
Jewell County, KS	1.5	1.33	2.0	43.5	1.6	KS	Jewell County	12	30	14	16	0	0	0	0	0	1.14	16.0	0.0	0.0	0.003	4552	882	2172	0.194	0.477	0.07	0.02	0.02		13.63	706.0	0.73	2879	-184	-6.4	3.1	6,886
Jewell County, KS	1.38	1.33	1.75	46.75	1.45	KS	Jewell County	18	30	14	16	0	0	0	0	0	1.14	16.0	0.0	0.0	0.003	4552	882	2172	0.194	0.477	0.07	0.02	0.02		13.63	706.0	0.73	2879	-184	-6.4	3.1	6,886
Kearny County, KS	1.0	4.0	4.0	6.0	4.0	KS	Kearny County	1	36	29	7	0	0	2	2	2	0.24	3.5	0.0	0.0	0.011	2585	486	1236	0.188	0.478	0.08	0.07	0.07	647.8	0.0	1364.0	0.04	3838	-164	-4.3	4.4	4,169
Kearny County, KS	1.5	4.0	3.0	45.5	2.5	KS	Kearny County	3	36	29	7	0	0	2	2	2	0.24	3.5	0.0	0.0	0.011	2585	486	1236	0.188	0.478	0.08	0.07	0.07	647.8	0.0	1364.0	0.04	3838	-164	-4.3	4.4	4,169
Kearny County, KS	1.6	2.67	3.6	144.2	2.6	KS	Kearny County	6	36	29	7	0	0	2	2	2	0.24	3.5	0.0	0.0	0.011	2585	486	1236	0.188	0.478	0.08	0.07	0.07	647.8	0.0	1364.0	0.04	3838	-164	-4.3	4.4	4,169
Kearny County, KS	1.5	1.83	2.88	103.75	2.12	KS	Kearny County	12	36	29	7	0	0	2	2	2	0.24	3.5	0.0	0.0	0.011	2585	486	1236	0.188	0.478	0.08	0.07	0.07	647.8	0.0	1364.0	0.04	3838	-164	-4.3	4.4	4,169
Kearny County, KS	1.36	1.75	2.73	113.73	2.18	KS	Kearny County	18	36	29	7	0	0	2	2	2	0.24	3.5	0.0	0.0	0.011	2585	486	1236	0.188	0.478	0.08	0.07	0.07	647.8	0.0	1364.0	0.04	3838	-164	-4.3	4.4	4,169
Kingman County, KS	7.5	5.5	5.5	75.5	0.75	KS	Kingman County	1	177	162	15	0	0	41	40	39	0.09	0.37	0.0	0.0	0.045	3569	423	1546	0.119	0.433	0.21	0.21	0.21	113.3	1.26	1851.0	-0.36	7152	-705	-9.9	8.3	7,798
Kingman County, KS	7.5	5.5	5.5	75.5	0.75	KS	Kingman County	3	177	162	15	0	0	41	40	39	0.09	0.37	0.0	0.0	0.045	3569	423	1546	0.119	0.433	0.21	0.21	0.21	113.3	1.26	1851.0	-0.36	7152	-705	-9.9	8.3	7,798
Kingman County, KS	7.5	5.5	5.5	75.5	0.75	KS	Kingman County	6	177	162	15	0	0	41	40	39	0.09	0.37	0.0	0.0	0.045	3569	423	1546	0.119	0.433	0.21	0.21	0.21	113.3	1.26	1851.0	-0.36	7152	-705	-9.9	8.3	7,798
Kingman County, KS	7.5	5.5	5.5	75.5	0.75	KS	Kingman County	12	177	162	15	0	0	41	40	39	0.09	0.37	0.0	0.0	0.045	3569	423	1546	0.119	0.433	0.21	0.21	0.21	113.3	1.26	1851.0	-0.36	7152	-705	-9.9	8.3	7,798
Kingman County, KS	7.5	5.5	5.5	75.5	0.75	KS	Kingman County	18	177	162	15	0	0	41	40	39	0.09	0.37	0.0	0.0	0.045	3569	423	1546	0.119	0.433	0.21	0.21	0.21	113.3	1.26	1851.0	-0.36	7152	-705	-9.9	8.3	7,798
Kiowa County, KS	1.0	1.0	2.0	324.0	2.0	KS	Kiowa County	1	36	34	2	0	0	5	5	5	0.06	0.4	0.0	0.0	0.014	2440	454	1261	0.186	0.517	0.06	0.07	0.07	12.6		2546.0	-1.1	2475	-94	-3.8	3.4	4,066
Kiowa County, KS	1.0	1.0	2.0	324.0	2.0	KS	Kiowa County	3	36	34	2	0	0	5	5	5	0.06	0.4	0.0	0.0	0.014	2440	454	1261	0.186	0.517	0.06	0.07	0.07	12.6		2546.0	-1.1	2475	-94	-3.8	3.4	4,066
Kiowa County, KS	1.0	1.0	1.5	258.0	1.5	KS	Kiowa County	6	36	34	2	0	0	5	5	5	0.06	0.4	0.0	0.0	0.014	2440	454	1261	0.186	0.517	0.06	0.07	0.07	12.6		2546.0	-1.1	2475	-94	-3.8	3.4	4,066
Kiowa County, KS	1.0	1.0	2.0	258.0	2.0	KS	Kiowa County	12	36	34	2	0	0	5	5	5	0.06	0.4	0.0	0.0	0.014	2440	454	1261	0.186	0.517	0.06	0.07	0.07	12.6		2546.0	-1.1	2475	-94	-3.8	3.4	4,066
Kiowa County, KS	1.0	1.0	2.0	239.0	2.0	KS	Kiowa County	18	36	34	2	0	0	5	5	5	0.06	0.4	0.0	0.0	0.014	2440	454	1261	0.186	0.517	0.06	0.07	0.07	12.6		2546.0	-1.1	2475	-94	-3.8	3.4	4,066
Labette County, KS	17.0	15.0	40.0	69.0	2.35	KS	Labette County	1	243	216	27	1	1	32	23	14	0.12	0.84	0.04	0.07	0.047	4597	597	1073	0.13	0.233	0.38	0.35	0.35	290.4	8.45	1667.0	-0.21	19618	-1919	-9.8	30.0	15,730
Labette County, KS	12.5	15.75	41.0	62.5	3.95	KS	Labette County	3	243	216	27	1	1	32	23	14	0.12	0.84	0.04	0.07	0.047	4597	597	1073	0.13	0.233	0.38	0.35	0.35	290.4	8.45	1667.0	-0.21	19618	-1919	-9.8	30.0	15,730
Labette County, KS	14.57	14.71	44.29	61.86	3.44	KS	Labette County	6	243	216	27	1	1	32	23	14	0.12	0.84	0.04	0.07	0.047	4597	597	1073	0.13	0.233	0.38	0.35	0.35	290.4	8.45	1667.0	-0.21	19618	-1919	-9.8	30.0	15,730
Labette County, KS	17.62	19.23	53.85	59.69	3.37	KS	Labette County	12	243	216	27	1	1	32	23	14	0.12	0.84	0.04	0.07	0.047	4597	597	1073	0.13	0.233	0.38	0.35	0.35	290.4	8.45	1667.0	-0.21	19618	-1919	-9.8	30.0	15,730
Labette County, KS	17.06	18.88	54.25	64.38	3.56	KS	Labette County	18	243	216	27	1	1	32	23	14	0.12	0.84	0.04	0.07	0.047	4597	597	1073	0.13	0.233	0.38	0.35	0.35	290.4	8.45	1667.0	-0.21	19618	-1919	-9.8	30.0	15,730
Lane County, KS	1.0	1.0	1.0	87.0	1.0	KS	Lane County	1	19	18	1	0	0	3	3	2	0.06	0.33	0.0	0.0	0.008	2147	337	1069	0.157	0.498	0.06	0.04	0.04	52.7		1635.0	-0.18	1535	-201	-13.1	2.1	3,682
Lane County, KS	1.0	1.0	1.0	87.0	1.0	KS	Lane County	3	19	18	1	0	0	3	3	2	0.06	0.33	0.0	0.0	0.008	2147	337	1069	0.157	0.498	0.06	0.04	0.04	52.7		1635.0	-0.18	1535	-201	-13.1	2.1	3,682
Lane County, KS	1.0	1.0	1.0	140.0	1.0	KS	Lane County	6	19	18	1	0	0	3	3	2	0.06	0.33	0.0	0.0	0.008	2147	337	1069	0.157	0.498	0.06	0.04	0.04	52.7		1635.0	-0.18	1535	-201	-13.1	2.1	3,682
