County	State	property_count	population_2015	square_miles	people/sqmiles
Lincoln County	Kansas	"5,380"	"3,147"	720	4
Linn County	Kansas	"19,135"	"9,516"	606	16
Logan County	Kansas	"4,446"	"2,798"	"1,073"	3
Lyon County	Kansas	"17,097"	"33,510"	855	39
Marion County	Kansas	"12,226"	"12,219"	954	13
Marshall County	Kansas	"9,805"	"10,002"	905	11
McPherson County	Kansas	"17,577"	"29,569"	901	33
Meade County	Kansas	"5,332"	"4,343"	979	4
Miami County	Kansas	"17,980"	"32,835"	590	56
Mitchell County	Kansas	"7,440"	"6,378"	719	9
Montgomery County	Kansas	"23,367"	"34,292"	651	53
Morris County	Kansas	n/a	"5,741"	703	8
Morton County	Kansas	"5,093"	"3,143"	730	4
Nemaha County	Kansas	"8,640"	"10,161"	719	14
Neosho County	Kansas	"12,031"	"16,430"	578	28
Ness County	Kansas	"6,026"	"3,073"	"1,075"	3
Norton County	Kansas	"6,329"	"5,622"	881	6
Osage County	Kansas	"12,366"	"16,142"	720	22
Osborne County	Kansas	"6,560"	"3,818"	894	4
Ottawa County	Kansas	"6,636"	"6,042"	721	8
Ottawa County	Kansas	"6,470"	"6,971"	721	8
Phillips County	Kansas	"7,276"	"5,540"	895	6
Pottawatomie County	Kansas	"16,052"	"22,691"	862	26
Pratt County	Kansas	"8,117"	"9,878"	736	13
Rawlins County	Kansas	"5,102"	"2,589"	"1,070"	2
Reno County	Kansas	"35,332"	"64,190"	"1,272"	50
Republic County	Kansas	"7,119"	"4,820"	720	7
Rice County	Kansas	"9,547"	"10,011"	728	14
Riley County	Kansas	"24,788"	"75,394"	622	121
Rooks County	Kansas	"6,725"	"5,190"	895	6
Rush County	Kansas	"5,315"	"3,186"	718	4
Russell County	Kansas	"8,286"	"6,933"	899	8
Saline County	Kansas	"26,001"	"55,740"	721	77
Scott County	Kansas	"4,991"	"5,035"	718	7
Sedgwick County	Kansas	"220,111"	"505,415"	"1,009"	501
Seward County	Kansas	"10,130"	"23,390"	640	37
Shawnee County	Kansas	"75,681"	"178,831"	556	322
Sheridan County	Kansas	"17,078"	"2,553"	896	3
Sherman County	Kansas	"6,361"	"6,115"	"1,056"	6
Smith County	Kansas	"6,641"	"3,706"	897	4
Stafford County	Kansas	"6,111"	"4,359"	795	5
Stanton County	Kansas	"6,333"	"2,194"	680	3
Stevens County	Kansas	"5,889"	"5,816"	727	8
Sumner County	Kansas	"18,160"	"23,591"	"1,185"	20
Thomas County	Kansas	"7,260"	"7,948"	"1,075"	7
Trego County	Kansas	n/a	"2,980"	900	3
Wabaunsee County	Kansas	"7,046"	"7,051"	800	9
Wallace County	Kansas	"2,857"	"1,569"	914	2
Washington County	Kansas	"7,720"	"5,629"	899	6
Wichita County	Kansas	"3,280"	"2,192"	719	3
Wilson County	Kansas	"9,930"	"9,105"	575	16
Woodson County	Kansas	"5,059"	"3,221"	505	6
Wyandotte County	Kansas	"68,942"	"160,384"	156	1027
Adair County	Kentucky	"13,990"	"18,732"	412	45
Adair County	Kentucky	"13,990"	"18,732"	412	45
Allen County	Kentucky	"14,133"	"20,311"	352	58
Allen County	Kentucky	"14,133"	"20,311"	352	58
Anderson County	Kentucky	"12,454"	"21,811"	204	107
Anderson County	Kentucky	"12,454"	"21,811"	204	107
Ballard County	Kentucky	"7,173"	"8,332"	274	30
Ballard County	Kentucky	"7,173"	"8,332"	274	30
Barren County	Kentucky	"23,737"	"43,027"	500	86
Barren County	Kentucky	"23,737"	"43,027"	500	86
Bath County	Kentucky	"7,165"	"11,961"	284	42
Bath County	Kentucky	"7,165"	"11,961"	284	42
Bell County	Kentucky	"141,333"	"27,885"	361	77
Bell County	Kentucky	"141,333"	"27,885"	361	77
Boone County	Kentucky	"49,656"	"124,442"	602	62
Boone County	Kentucky	"49,656"	"124,442"	602	62
Bourbon County	Kentucky	"9,254"	"19,998"	292	69
Bourbon County	Kentucky	"9,254"	"19,998"	292	69
Boyd County	Kentucky	"27,863"	"48,886"	162	302
Boyd County	Kentucky	"27,863"	"48,886"	162	302
Boyle County	Kentucky	"13,003"	"29,013"	183	159
Boyle County	Kentucky	"13,003"	"29,013"	183	159
Bracken County	Kentucky	"5,829"	"8,416"	209	40
Bracken County	Kentucky	"5,829"	"8,416"	209	40
Breathitt County	Kentucky	n/a	"13,545"	495	27
Breathitt County	Kentucky	n/a	"13,545"	495	27
Breckinridge County	Kentucky	"20,734"	"20,040"	586	34
Breckinridge County	Kentucky	"20,734"	"20,040"	586	34
Bullitt County	Kentucky	"34,265"	"76,854"	300	256
Bullitt County	Kentucky	"34,265"	"76,854"	300	256
Butler County	Kentucky	"8,706"	"12,793"	431	30
Butler County	Kentucky	"8,706"	"12,793"	431	30
Caldwell County	Kentucky	"9,377"	"12,823"	348	37
Caldwell County	Kentucky	"9,377"	"12,823"	348	37
Calloway County	Kentucky	"39,280"	"37,657"	411	92
Calloway County	Kentucky	"39,280"	"37,657"	411	92
Campbell County	Kentucky	"35,496"	"90,988"	159	571
Campbell County	Kentucky	"35,496"	"90,988"	159	571
Carlisle County	Kentucky	n/a	"5,001"	199	25
Carlisle County	Kentucky	n/a	"5,001"	199	25
Carroll County	Kentucky	"70,288"	"10,953"	137	80
Carroll County	Kentucky	"70,288"	"10,953"	137	80
Carter County	Kentucky	"16,496"	"27,202"	412	66
Carter County	Kentucky	"16,496"	"27,202"	412	66
Casey County	Kentucky	"11,802"	"16,067"	446	36
Casey County	Kentucky	"11,802"	"16,067"	446	36
Christian County	Kentucky	"28,776"	"74,167"	724	102
Christian County	Kentucky	"28,776"	"74,167"	724	102
Clark County	Kentucky	"16,788"	"35,614"	255	140
Clark County	Kentucky	"16,788"	"35,614"	255	140
Clay County	Kentucky	"29,815"	"21,364"	471	45
Clay County	Kentucky	"29,815"	"21,364"	471	45
Clinton County	Kentucky	"13,009"	"10,146"	205	49
Clinton County	Kentucky	"13,009"	"10,146"	205	49
Crittenden County	Kentucky	"8,952"	"9,255"	371	25
Crittenden County	Kentucky	"8,952"	"9,255"	371	25
Cumberland County	Kentucky	"138,474"	"6,789"	311	22
Cumberland County	Kentucky	"138,474"	"6,789"	311	22
Daviess County	Kentucky	"45,109"	"98,218"	477	206
Daviess County	Kentucky	"45,109"	"98,218"	477	206
Edmonson County	Kentucky	"12,574"	"12,062"	308	39
Edmonson County	Kentucky	"12,574"	"12,062"	308	39
Elliott County	Kentucky	n/a	"7,637"	235	32
Elliott County	Kentucky	n/a	"7,637"	235	32
Estill County	Kentucky	n/a	"14,488"	256	57
Estill County	Kentucky	n/a	"14,488"	256	57
Fayette County	Kentucky	"110,048"	"308,428"	286	1080
Fayette County	Kentucky	"110,048"	"308,428"	286	1080
Fleming County	Kentucky	"9,370"	"14,508"	351	41
Fleming County	Kentucky	"9,370"	"14,508"	351	41
Floyd County	Kentucky	"23,813"	"38,728"	396	98
Floyd County	Kentucky	"23,813"	"38,728"	396	98
Franklin County	Kentucky	"22,463"	"49,648"	212	234
Franklin County	Kentucky	"22,463"	"49,648"	212	234
Fulton County	Kentucky	"5,530"	"6,385"	231	28
Fulton County	Kentucky	"5,530"	"6,385"	231	28
Gallatin County	Kentucky	"48,071"	"8,474"	105	81
Gallatin County	Kentucky	"48,071"	"8,474"	105	81
Garrard County	Kentucky	"10,223"	"16,915"	234	72
Garrard County	Kentucky	"10,223"	"16,915"	234	72
Grant County	Kentucky	"13,620"	"24,753"	95	95
Grant County	Kentucky	"13,620"	"24,753"	95	95
Graves County	Kentucky	"29,031"	"37,451"	557	67
Graves County	Kentucky	"29,031"	"37,451"	557	67
Grayson County	Kentucky	"18,072"	"25,997"	511	51
Grayson County	Kentucky	"18,072"	"25,997"	511	51
Green County	Kentucky	"9,516"	"11,180"	289	39
Green County	Kentucky	"9,516"	"11,180"	289	39
Greenup County	Kentucky	"22,897"	"36,519"	354	103
Greenup County	Kentucky	"22,897"	"36,519"	354	103
Hancock County	Kentucky	"5,725"	"8,687"	199	44
Hancock County	Kentucky	"5,725"	"8,687"	199	44
Hardin County	Kentucky	"46,826"	"108,191"	630	172
Hardin County	Kentucky	"46,826"	"108,191"	630	172
Harlan County	Kentucky	"17,853"	"28,499"	468	61
Harlan County	Kentucky	"17,853"	"28,499"	468	61
Harrison County	Kentucky	"54,008"	"18,518"	310	60
Harrison County	Kentucky	"54,008"	"18,518"	310	60
Hart County	Kentucky	"11,960"	"18,573"	418	44
Hart County	Kentucky	"11,960"	"18,573"	418	44
Henderson County	Kentucky	"22,438"	"46,347"	466	99
Henderson County	Kentucky	"22,438"	"46,347"	466	99
Henry County	Kentucky	"31,305"	"15,445"	291	53
Henry County	Kentucky	"31,305"	"15,445"	291	53
Hickman County	Kentucky	"4,389"	"4,745"	253	19
Hickman County	Kentucky	"4,389"	"4,745"	253	19
Hopkins County	Kentucky	"28,251"	"46,634"	554	84
Hopkins County	Kentucky	"28,251"	"46,634"	554	84
Jackson County	Kentucky	"25,719"	"13,427"	347	39
Jackson County	Kentucky	"25,719"	"13,427"	347	39
Jefferson County	Kentucky	"289,715"	"756,832"	398	1903
Jefferson County	Kentucky	"289,715"	"756,832"	398	1903
Jessamine County	Kentucky	"19,861"	"50,173"	175	288
Jessamine County	Kentucky	"19,861"	"50,173"	175	288
Johnson County	Kentucky	"13,138"	"23,449"	264	89
Johnson County	Kentucky	"13,138"	"23,449"	264	89
Kenton County	Kentucky	"61,481"	"163,145"	164	993
Kenton County	Kentucky	"61,481"	"163,145"	164	993
Knott County	Kentucky	n/a	"15,976"	353	45
Knott County	Kentucky	n/a	"15,976"	353	45
Knox County	Kentucky	"17,185"	"31,790"	388	82
Knox County	Kentucky	"17,185"	"31,790"	388	82
LaRue County	Kentucky	n/a	"14,064"	264	53
LaRue County	Kentucky	n/a	"14,064"	264	53
Laurel County	Kentucky	"30,190"	"59,563"	444	134
Laurel County	Kentucky	"30,190"	"59,563"	444	134
Lawrence County	Kentucky	"58,112"	"15,856"	420	38
Lawrence County	Kentucky	"58,112"	"15,856"	420	38
Lee County	Kentucky	"13,081"	"7,260"	211	34
Lee County	Kentucky	"13,081"	"7,260"	211	34
Leslie County	Kentucky	"9,828"	"11,019"	404	27
Leslie County	Kentucky	"9,828"	"11,019"	404	27
Letcher County	Kentucky	"12,567"	"23,619"	339	70
Letcher County	Kentucky	"12,567"	"23,619"	339	70
Lewis County	Kentucky	"6,944"	"13,806"	495	28
Lewis County	Kentucky	"6,944"	"13,806"	495	28
Lincoln County	Kentucky	"15,411"	"24,370"	337	72
Lincoln County	Kentucky	"15,411"	"24,370"	337	72
Livingston County	Kentucky	"71,914"	"9,359"	342	27
Livingston County	Kentucky	"71,914"	"9,359"	342	27
Logan County	Kentucky	"19,579"	"26,876"	557	48
Logan County	Kentucky	"19,579"	"26,876"	557	48
Lyon County	Kentucky	"11,011"	"8,451"	257	33
Lyon County	Kentucky	"11,011"	"8,451"	257	33
Madison County	Kentucky	"36,562"	"85,590"	443	193
Madison County	Kentucky	"36,562"	"85,590"	443	193
Magoffin County	Kentucky	n/a	"12,950"	309	42
Magoffin County	Kentucky	n/a	"12,950"	309	42
Marion County	Kentucky	"10,652"	"20,045"	347	58
Marion County	Kentucky	"10,652"	"20,045"	347	58
Marshall County	Kentucky	"14,758"	"31,107"	340	91
Marshall County	Kentucky	"14,758"	"31,107"	340	91
Martin County	Kentucky	"15,247"	"12,647"	231	55
Martin County	Kentucky	"15,247"	"12,647"	231	55
Mason County	Kentucky	"11,252"	"17,278"	246	70
Mason County	Kentucky	"11,252"	"17,278"	246	70
McCracken County	Kentucky	"38,397"	"65,373"	268	244
McCracken County	Kentucky	"38,397"	"65,373"	268	244
McCreary County	Kentucky	"10,173"	"17,989"	431	42
McCreary County	Kentucky	"10,173"	"17,989"	431	42
McLean County	Kentucky	"7,646"	"9,496"	256	37
McLean County	Kentucky	"7,646"	"9,496"	256	37
Meade County	Kentucky	"15,259"	"29,210"	325	90
Meade County	Kentucky	"15,259"	"29,210"	325	90
Menifee County	Kentucky	n/a	"6,288"	206	31
Menifee County	Kentucky	n/a	"6,288"	206	31
Mercer County	Kentucky	"12,223"	"21,349"	253	84
Mercer County	Kentucky	"12,223"	"21,349"	253	84
Metcalfe County	Kentucky	n/a	"9,983"	291	34
Metcalfe County	Kentucky	n/a	"9,983"	291	34
Monroe County	Kentucky	"10,121"	"10,681"	332	32
Monroe County	Kentucky	"10,121"	"10,681"	332	32
Montgomery County	Kentucky	"12,499"	"27,251"	199	137
Montgomery County	Kentucky	"12,499"	"27,251"	199	137
Morgan County	Kentucky	"9,602"	"13,380"	384	35
Morgan County	Kentucky	"9,602"	"13,380"	384	35
Muhlenberg County	Kentucky	"20,011"	"31,179"	479	65
Muhlenberg County	Kentucky	"20,011"	"31,179"	479	65
Nelson County	Kentucky	"24,733"	"44,540"	424	105
Nelson County	Kentucky	"24,733"	"44,540"	424	105
Nicholas County	Kentucky	"5,098"	"7,039"	197	36
Nicholas County	Kentucky	"5,098"	"7,039"	197	36
Ohio County	Kentucky	n/a	"23,988"	596	40
Ohio County	Kentucky	n/a	"23,988"	596	40
Oldham County	Kentucky	"24,619"	"62,364"	196	317
Oldham County	Kentucky	"24,619"	"62,364"	196	317
Owen County	Kentucky	"17,529"	"10,662"	354	30
Owen County	Kentucky	"17,529"	"10,662"	354	30
Owsley County	Kentucky	"4,357"	"4,654"	198	23
Owsley County	Kentucky	"4,357"	"4,654"	198	23
Pendleton County	Kentucky	"8,494"	"14,570"	282	52
Pendleton County	Kentucky	"8,494"	"14,570"	282	52
Perry County	Kentucky	"16,645"	"28,010"	343	82
Perry County	Kentucky	"16,645"	"28,010"	343	82
Pike County	Kentucky	"24,230"	"63,380"	789	80
Pike County	Kentucky	"24,230"	"63,380"	789	80
Powell County	Kentucky	"7,260"	"12,494"	180	69
Powell County	Kentucky	"7,260"	"12,494"	180	69
Pulaski County	Kentucky	"46,093"	"63,907"	677	94
Pulaski County	Kentucky	"46,093"	"63,907"	677	94
Robertson County	Kentucky	"1,763"	"2,235"	100	22
Robertson County	Kentucky	"1,763"	"2,235"	100	22
Rockcastle County	Kentucky	n/a	"16,693"	318	52
Rockcastle County	Kentucky	n/a	"16,693"	318	52
Rowan County	Kentucky	"12,072"	"23,527"	286	82
Rowan County	Kentucky	"12,072"	"23,527"	286	82
Russell County	Kentucky	"21,105"	"17,752"	283	63
Russell County	Kentucky	"21,105"	"17,752"	283	63
Scott County	Kentucky	"23,371"	"49,947"	285	175
Scott County	Kentucky	"23,371"	"49,947"	285	175
Shelby County	Kentucky	"20,376"	"44,216"	386	115
Shelby County	Kentucky	"20,376"	"44,216"	386	115
Simpson County	Kentucky	"9,736"	"17,793"	236	75
Simpson County	Kentucky	"9,736"	"17,793"	236	75
Spencer County	Kentucky	"10,059"	"17,637"	192	92
Spencer County	Kentucky	"10,059"	"17,637"	192	92
Taylor County	Kentucky	"14,279"	"24,649"	277	89
Taylor County	Kentucky	"14,279"	"24,649"	277	89
Todd County	Kentucky	"8,886"	"12,503"	377	33
Todd County	Kentucky	"8,886"	"12,503"	377	33
Trigg County	Kentucky	"19,007"	"14,293"	481	30
Trigg County	Kentucky	"19,007"	"14,293"	481	30
Trimble County	Kentucky	"5,533"	"8,816"	156	56
Trimble County	Kentucky	"5,533"	"8,816"	156	56
Union County	Kentucky	"8,734"	"15,029"	363	41
Union County	Kentucky	"8,734"	"15,029"	363	41
Warren County	Kentucky	"49,977"	"118,370"	548	216
Warren County	Kentucky	"49,977"	"118,370"	548	216
Washington County	Kentucky	"6,945"	"11,875"	301	39
Washington County	Kentucky	"6,945"	"11,875"	301	39
Wayne County	Kentucky	"16,158"	"20,678"	484	43
Wayne County	Kentucky	"16,158"	"20,678"	484	43
Webster County	Kentucky	"12,400"	"13,452"	336	40
Webster County	Kentucky	"12,400"	"13,452"	336	40
Whitley County	Kentucky	"16,578"	"35,766"	445	80
Whitley County	Kentucky	"16,578"	"35,766"	445	80
Wolfe County	Kentucky	n/a	"7,248"	223	33
Wolfe County	Kentucky	n/a	"7,248"	223	33
Woodford County	Kentucky	"11,361"	"25,275"	192	132
Woodford County	Kentucky	"11,361"	"25,275"	192	132
Androscoggin County	Maine	"41,184"	"107,604"	497	216
Aroostook County	Maine	"35,323"	"70,055"	"6,828"	10
Cumberland County	Maine	"146,196"	"285,456"	"1,217"	234
Franklin County	Maine	"25,357"	"30,495"	"1,743"	17
Hancock County	Maine	"52,357"	"54,845"	"2,345"	23
Kennebec County	Maine	"50,256"	"121,164"	951	127
Knox County	Maine	"28,197"	"39,550"	"1,144"	35
Lincoln County	Maine	"28,357"	"34,088"	700	49
Oxford County	Maine	"41,947"	"57,277"	"2,176"	26
Penobscot County	Maine	"49,926"	"153,364"	"3,557"	43
Sagadahoc County	Maine	"20,499"	"35,013"	370	95
Somerset County	Maine	"21,170"	"51,706"	"4,094"	13
Waldo County	Maine	"18,195"	"38,940"	853	46
Washington County	Maine	"38,276"	"32,190"	"3,258"	10
York County	Maine	"95,616"	"199,431"	"1,270"	157
Allegany County	Maryland	"42,087"	"73,521"	430	171
Anne Arundel County	Maryland	"249,417"	"555,743"	588	945
Baltimore County	Maryland	"327,836"	"823,015"	682	1207
"Baltimore, City of County"	Maryland	n/a	"622,104"	92	6758
Calvert County	Maryland	"53,022"	"90,484"	345	262
Caroline County	Maryland	"16,950"	"32,693"	326	100
Carroll County	Maryland	"70,288"	"167,564"	453	370
Cecil County	Maryland	n/a	"101,913"	418	244
Charles County	Maryland	"66,465"	"152,864"	643	238
Dorchester County	Maryland	"23,261"	"32,660"	983	33
Frederick County	Maryland	"104,984"	"241,409"	667	362
Garrett County	Maryland	"30,937"	"29,889"	656	46
Harford County	Maryland	"100,301"	"249,215"	527	473
Howard County	Maryland	"103,563"	"304,580"	253	1202
Kent County	Maryland	"13,932"	"19,944"	413	48
Montgomery County	Maryland	"278,940"	"1,016,677"	507	2005
Prince George’s County	Maryland	"331,092"	"890,081"	499	1784
Queen Anne’s County	Maryland	"26,637"	"48,517"	511	95
Somerset County	Maryland	"17,511"	"26,273"	610	43
St. Mary’s County	Maryland	"51,323"	"109,633"	764	143
Talbot County	Maryland	"21,453"	"37,931"	477	80
Washington County	Maryland	"61,173"	"149,588"	467	320
Wicomico County	Maryland	"48,295"	"100,896"	400	252
Worcester County	Maryland	"40,581"	"51,620"	695	74
Barnstable County	Massachusetts	"181,273"	"214,990"	"1,306"	165
Berkshire *Info not yet available County	Massachusetts	"76,226"	"129,585"		
Bristol County	Massachusetts	"198,947"	"552,780"	691	800
Dukes County	Massachusetts	"21,749"	"17,256"	491	35
Essex *Info not yet available County	Massachusetts	"261,166"	"762,550"		
Franklin*Info not yet available County	Massachusetts	"41,646"	"71,221"		
Hampden *Info not yet available County	Massachusetts	"166,555"	"467,319"		
Hampshire County	Massachusetts	"64,885"	"159,596"	645	36
Middlesex County	Massachusetts	"506,345"	"1,552,802"		
"Nantucket, Town and of County"	Massachusetts	"13,936"	"10,399"	304	34
Norfolk County	Massachusetts	"238,530"	"687,802"	444	1548
Plymouth County	Massachusetts	"209,784"	"501,915"	"1,093"	459
Suffolk County	Massachusetts	"194,118"	"755,503"	120	6284
Worcester *Info not yet available County	Massachusetts	"312,815"	"809,106"		
Alcona County	Michigan	n/a	"10,578"	"1,791"	6
Alger County	Michigan	n/a	"9,522"	"5,048"	2
Allegan County	Michigan	"63,974"	"112,531"	"1,833"	61
Alpena County	Michigan	n/a	"29,091"	"1,695"	17
Antrim County	Michigan	n/a	"23,370"	602	39
Arenac County	Michigan	n/a	"15,487"	681	23
Baraga County	Michigan	n/a	"8,695"	"1,069"	8
Barry County	Michigan	"34,470"	"59,097"	577	102
Bay County	Michigan	"52,232"	"106,832"	631	169
Benzie County	Michigan	n/a	"17,428"	860	20
Berrien County	Michigan	"86,597"	"155,252"	"1,581"	98
Branch County	Michigan	n/a	"43,649"	520	84
Calhoun County	Michigan	"63,913"	"135,012"	718	188
Cass County	Michigan	"16,618"	"51,910"	508	102
Charlevoix County	Michigan	"30,412"	"26,129"	"1,390"	19
Cheboygan County	Michigan	"30,999"	"25,726"	885	29
Chippewa County	Michigan	"11,435"	"38,696"	"2,698"	14
Clare County	Michigan	n/a	"30,569"	575	53
Clinton County	Michigan	"36,900"	"76,739"	575	134
Crawford County	Michigan	"17,180"	"13,904"	563	25
Delta County	Michigan	"26,013"	"36,905"	"1,991"	19
Dickinson County	Michigan	"26,690"	"26,098"	777	34
Eaton County	Michigan	"46,187"	"108,348"	579	187
Emmet County	Michigan	"31,803"	"33,140"	882	38
Genesee County	Michigan	"191,426"	"415,376"	650	639
Gladwin County	Michigan	"27,836"	"25,493"	516	49
Gogebic County	Michigan	n/a	"15,916"	"1,476"	11
Grand Traverse County	Michigan	"50,535"	"89,987"	601	150
Gratiot County	Michigan	"22,252"	"41,968"	572	73
Hillsdale County	Michigan	"33,019"	"46,101"	607	76
Houghton County	Michigan	n/a	"36,225"	"1,502"	24
Huron County	Michigan	"40,975"	"32,224"	"2,137"	15
Ingham County	Michigan	"111,148"	"282,234"	561	503
Ionia County	Michigan	n/a	"64,073"	580	110
Iosco County	Michigan	n/a	"25,429"	"1,890"	13
Iron County	Michigan	"11,277"	"11,516"	"1,211"	10
Isabella County	Michigan	"30,740"	"70,436"	578	122
Jackson County	Michigan	"78,019"	"160,369"	723	222
Kalamazoo County	Michigan	"106,721"	"256,725"	580	442
Kalkaska County	Michigan	n/a	"17,196"	571	30
Kent County	Michigan	n/a	"621,700"	872	713
Keweenaw County	Michigan	n/a	"2,191"	"5,966"	0
Lake County	Michigan	"30,879"	"11,386"	574	20
Lapeer County	Michigan	n/a	"88,389"	663	133
Leelanau County	Michigan	"27,483"	"21,747"	"2,532"	9
Lenawee County	Michigan	n/a	"99,188"	761	130
Livingston County	Michigan	"10,429"	"184,443"	585	315
Luce County	Michigan	n/a	"6,502"	"1,912"	3
Mackinac County	Michigan	"21,931"	"11,061"	"2,101"	5
Macomb County	Michigan	"325,698"	"854,769"	571	1497
Manistee County	Michigan	n/a	"24,450"	"1,281"	19
Marquette County	Michigan	"43,456"	"67,700"	"3,425"	20
Mason County	Michigan	"16,603"	"28,605"	"1,242"	23
Mecosta County	Michigan	"30,638"	"43,108"	571	75
Menominee County	Michigan	"4,711"	"23,791"	"1,338"	18
Midland County	Michigan	"41,258"	"83,919"	528	159
Missaukee County	Michigan	n/a	"15,051"	574	26
Monroe County	Michigan	"25,927"	"150,376"	680	221
Montcalm County	Michigan	"44,217"	"63,105"	721	88
Montmorency County	Michigan	n/a	"9,350"	563	17
Muskegon County	Michigan	"82,494"	"171,008"	"1,460"	117
Newaygo County	Michigan	"39,636"	"48,001"	862	56
Oakland County	Michigan	"429,325"	"1,231,640"	907	1357
Oceana County	Michigan	"26,043"	"26,245"	"1,306"	20
Ogemaw County	Michigan	"24,723"	"21,234"	575	37
Ontonagon County	Michigan	n/a	"6,322"	"3,741"	2
Osceola County	Michigan	"155,961"	"23,259"	573	41
Oscoda County	Michigan	n/a	"8,379"	572	15
Otsego County	Michigan	"39,187"	"24,129"	526	46
Ottawa County	Michigan	"109,918"	"272,701"	"1,631"	167
Presque Isle County	Michigan	n/a	"13,062"	"2,573"	5
Roscommon County	Michigan	n/a	"24,014"	580	41
Saginaw County	Michigan	"96,229"	"196,542"	816	241
Sanilac County	Michigan	n/a	"41,823"	"1,590"	26
Schoolcraft County	Michigan	n/a	"8,247"	"1,884"	4
Shiawassee County	Michigan	n/a	"68,900"	541	127
St. Clair County	Michigan	"76,412"	"160,469"	837	192
St. Joseph County	Michigan	"35,478"	"60,964"	521	117
Tuscola County	Michigan	"24,622"	"54,263"	914	59
Van Buren County	Michigan	"7,182"	"75,455"	"1,090"	69
Washtenaw County	Michigan	"122,259"	"354,240"	722	490
Wayne County	Michigan	"768,030"	"1,775,273"	673	2639
Wexford County	Michigan	n/a	"32,645"	575	57
Aitkin County	Minnesota	"42,873"	"15,742"	"1,995"	8
Anoka County	Minnesota	"131,936"	"339,534"	446	761
Becker County	Minnesota	"33,871"	"33,231"	"1,445"	23
Beltrami County	Minnesota	"37,949"	"45,670"	"3,056"	15
Benton County	Minnesota	"19,90"	"39,214"	413	95
Big Stone County	Minnesota	"7,372"	"5,122"	528	10
Blue Earth County	Minnesota	"31,744"	"65,528"	766	86
Brown County	Minnesota	"17,552"	"25,332"	618	41
Carlton County	Minnesota	"33,944"	"35,460"	875	41
Carver County	Minnesota	"40,995"	"95,562"	376	254
Cass County	Minnesota	"52,381"	"28,555"	"2,414"	12
Chippewa County	Minnesota	"11,435"	"12,093"	588	21
Chisago County	Minnesota	"28,801"	"53,761"	442	122
Clay County	Minnesota	"29,815"	"60,661"	"1,053"	58
Clearwater County	Minnesota	"9,560"	"8,838"	"1,030"	9
Cook County	Minnesota	"12,559"	"5,200"	"3,340"	2
Cottonwood County	Minnesota	"10,655"	"11,616"	649	18
Crow Wing County	Minnesota	"95,856"	"63,208"	"1,157"	55
Dakota County	Minnesota	"155,282"	"408,509"	587	696
Dodge County	Minnesota	"11,806"	"20,349"	440	46
Douglas County	Minnesota	"31,520"	"36,545"	720	51
Faribault County	Minnesota	"14,691"	"14,191"	722	20
Fillmore County	Minnesota	"20,461"	"20,835"	862	24
Freeborn County	Minnesota	"22,160"	"30,948"	722	43
Goodhue County	Minnesota	"31,157"	"46,464"	780	60
Grant County	Minnesota	"7,486"	"5,989"	575	10
Hennepin County	Minnesota	"430,682"	"1,198,778"	607	1976
Houston County	Minnesota	"15,858"	"18,799"	569	33
Hubbard County	Minnesota	"29,508"	"20,658"	"1,000"	21
Isanti County	Minnesota	"23,303"	"38,204"	452	85
Itasca County	Minnesota	"82,310"	"45,564"	"2,928"	16
Jackson County	Minnesota	"10,097"	"10,260"	719	14
Kanabec County	Minnesota	"11,290"	"15,996"	534	30
Kandiyohi County	Minnesota	"28,918"	"42,410"	862	49
Kittson County	Minnesota	"10,039"	"4,503"	"1,104"	4
Koochiching County	Minnesota	"57,250"	"13,206"	"3,154"	4
Lac qui Parle County	Minnesota	n/a	"7,027"	778	9
Lake County	Minnesota	"47,823"	"10,777"	"2,991"	4
Lake of the Woods County	Minnesota	"8,949"	"3,929"	"1,775"	2
Le Sueur County	Minnesota	"18,953"	"27,810"	474	59
Lincoln County	Minnesota	"7,286"	"5,830"	548	11
Lyon County	Minnesota	"16,064"	"25,487"	722	35
Mahnomen County	Minnesota	n/a	"5,532"	583	9
Marshall County	Minnesota	"14,758"	"9,425"	"1,813"	5
Martin County	Minnesota	"15,247"	"20,422"	730	28
McLeod County	Minnesota	"9,652"	"35,918"	506	71
Meeker County	Minnesota	n/a	"23,119"	645	36
Mille Lacs County	Minnesota	"20,669"	"25,833"	682	38
Morrison County	Minnesota	"29,847"	"32,872"	"1,153"	29
Mower County	Minnesota	"23,380"	"39,327"	712	55
Murray County	Minnesota	"6,469"	"8,533"	720	12
Nicollet County	Minnesota	"16,466"	"33,032"	467	71
Nobles County	Minnesota	"14,367"	"21,617"	723	30
Norman County	Minnesota	"9,286"	"6,631"	877	8
Olmsted County	Minnesota	"63,595"	"149,226"	655	228
Otter Tail County	Minnesota	"65,592"	"57,581"	"2,225"	26
Pennington County	Minnesota	"9,969"	"14,118"	618	23
Pine County	Minnesota	"30,532"	"29,104"	"1,435"	20
Pipestone County	Minnesota	"8,123"	"9,270"	466	20
Polk County	Minnesota	"29,760"	"31,569"	"1,998"	16
Pope County	Minnesota	"14,063"	"10,932"	717	15
Ramsey County	Minnesota	"154,085"	"526,714"	170	3097
Red Lake County	Minnesota	"4,021"	"4,057"	432	9
Redwood County	Minnesota	"8,364"	"15,744"	882	18
Renville County	Minnesota	"15,764"	"15,166"	987	15
Rice County	Minnesota	"29,732"	"65,049"	516	126
